cellID,layer,x,y,f_cult,farm_hectares,dC_10_1,dC_10_2,dC_10_3,dC_10_4,dC_10_5,dC_20_1,dC_20_2,dC_20_3,dC_20_4,dC_20_5,dC_30_1,dC_30_2,dC_30_3,dC_30_4,dC_30_5
Unique cell ID,County code,Longitude,Latitude,Fraction cultivated,Hectares cultivated,"Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density"
618,2605,-75.63387325,43.8409,0.118,29500,0.202096754,0.403996684,0.605699857,0.80720634,1.008516201,0.403996684,0.80720634,1.209629507,1.611266728,2.012118544,0.605699857,1.209629507,1.811790778,2.412185494,3.010815482
619,1870,-75.02480621,43.74417947,0.004,1000,0.015302144,0.030931625,0.04688769,0.063169583,0.079776552,0.030931625,0.063169583,0.096707843,0.131540377,0.167661153,0.04688769,0.096707843,0.149440111,0.205064142,0.263559586
621,1417,-73.81195392,43.54240911,0.004,1000,0.068433727,0.136956711,0.205568615,0.274269097,0.343057817,0.136956711,0.274269097,0.411934437,0.549950015,0.688313113,0.205568615,0.411934437,0.619088294,0.827021012,1.035723417
622,1113,-73.20825163,43.43738614,0.064,16000,0.154991616,0.309977107,0.464956176,0.619928526,0.774893859,0.309977107,0.619928526,0.929851879,1.239744788,1.549604877,0.464956176,0.929851879,1.394679084,1.859429766,2.3240959
623,1116,-72.60641915,43.32962291,0.012,3000,0.444846922,0.888687499,1.331523076,1.773354996,2.214184603,0.888687499,1.773354996,2.654013243,3.530672996,4.403345008,1.331523076,2.654013243,3.967506798,5.272040032,6.567649242
625,2776,-71.40852024,43.10593181,0.01,2500,0.409097579,0.817448122,1.225052477,1.631911493,2.038026019,0.817448122,1.631911493,2.443396902,3.251911136,4.057460983,1.225052477,2.443396902,3.655056184,4.860053231,6.058410952
626,1073,-70.81252998,42.99003249,0.002,500,0.921273613,1.839915017,2.755927979,3.669316263,4.580083636,1.839915017,3.669316263,5.488233863,7.296697943,9.094738627,2.755927979,5.488233863,8.197019327,10.88238604,13.54443568
629,2024,-122.9352144,42.16644707,0.026,6500,0.66594919,1.330795912,1.994541325,2.657186586,3.318732854,1.330795912,2.657186586,3.979181285,5.29678927,6.610019804,1.994541325,3.979181285,5.95395114,7.91888215,9.874005578
630,2024,-122.3492431,42.29015747,0.002,500,0.096753331,0.193230224,0.289431075,0.385356278,0.48100623,0.193230224,0.385356278,0.576381327,0.766308533,0.955141061,0.289431075,0.576381327,0.860861434,1.142882075,1.422453926
631,2407,-121.761208,42.4112306,0.052,13000,0.666183804,1.332269741,1.998257866,2.664148231,3.32994089,1.332269741,2.664148231,3.995635897,5.326733166,6.657440465,1.998257866,3.995635897,5.992135535,7.987758222,9.982505401
632,2407,-121.1711435,42.52965196,0.012,3000,0.213223209,0.426030125,0.638421326,0.850397387,1.061958886,0.426030125,0.850397387,1.273106398,1.694161768,2.11356811,0.638421326,1.273106398,1.904070779,2.531330034,3.154899724
633,523,-120.5790848,42.64540718,0.006,1500,0.556818189,1.112409627,1.66677573,2.219917913,2.771837591,1.112409627,2.219917913,3.322536179,4.420275746,5.513147937,1.66677573,3.322536179,4.967319556,6.601164071,8.224107933
635,1080,-119.3891298,42.86886264,0.006,1500,0.197500602,0.39448305,0.590948089,0.786896469,0.982328935,0.39448305,0.786896469,1.177246235,1.565538328,1.951778725,0.590948089,1.177246235,1.758914615,2.335973406,2.908442786
636,1080,-118.7913082,42.97653503,0.004,1000,1.462152589,2.927896531,4.397225931,5.870134894,7.346617522,2.927896531,5.870134894,8.826667921,11.79744845,14.78242931,4.397225931,8.826667921,13.28816678,17.78156333,22.30669839
637,2151,-118.1916417,43.08148559,0.006,1500,0.654564708,1.308566742,1.962006212,2.614883225,3.267197889,1.308566742,2.614883225,3.918950312,5.220768868,6.520339758,1.962006212,3.918950312,5.870835217,7.817663845,9.759439111
639,2200,-116.9869325,43.28316774,0.04,10000,0.150675533,0.301307494,0.451895746,0.602440154,0.752940579,0.301307494,0.602440154,0.903396886,1.204176596,1.50477819,0.451895746,0.903396886,1.354499726,1.805200574,2.255495738
640,410,-116.3819711,43.37987311,0.226,56500,0.149419676,0.298724712,0.447915044,0.596990611,0.745951348,0.298724712,0.596990611,0.894797193,1.192143956,1.489030396,0.447915044,0.894797193,1.340644748,1.785456008,2.229229275
641,2031,-115.7753273,43.47380427,0.024,6000,0.160255047,0.320396643,0.480424748,0.640339321,0.800140323,0.320396643,0.640339321,0.959827713,1.278861499,1.597440357,0.480424748,0.959827713,1.438207814,1.915563968,2.391895093
642,2031,-115.1670438,43.56494872,0.016,4000,0.5406929,1.08110858,1.621246602,2.161106528,2.70068792,1.08110858,2.161106528,3.239990339,4.317756507,5.394401525,1.621246602,3.239990339,4.856219379,6.469921887,8.08108603
643,2885,-114.5571639,43.6532942,0.004,1000,0.264947423,0.529453727,0.793519336,1.057144668,1.320330147,0.529453727,1.057144668,1.583076192,2.107251668,2.629674465,0.793519336,1.583076192,2.368681941,3.150347953,3.928085599
644,1319,-113.9457318,43.73882876,0.008,2000,0.12307438,0.245979881,0.368716652,0.491284841,0.613684596,0.245979881,0.491284841,0.735916066,0.979874744,1.223162059,0.368716652,0.735916066,1.101602247,1.465779199,1.828450925
645,2053,-113.3327923,43.8215407,0.116,29000,0.231774456,0.463278265,0.69451162,0.925474711,1.15616773,0.463278265,0.925474711,1.386590869,1.846628272,2.305588453,0.69451162,1.386590869,2.076242919,2.763472943,3.448286112
646,2053,-112.7183911,43.90141862,0.214,53500,0.158643617,0.317114414,0.47541252,0.633538066,0.79149118,0.317114414,0.633538066,0.949271991,1.264317225,1.578674802,0.47541252,0.949271991,1.421581906,1.892345758,2.361567041
647,1953,-112.1025745,43.97845144,0.284,71000,0.177979261,0.355864403,0.533655262,0.711351675,0.88895348,0.355864403,0.711351675,1.066460513,1.421189615,1.775537677,0.533655262,1.066460513,1.598411357,2.129503396,2.659732232
648,1953,-111.4853894,44.05262837,0.392,98000,0.487509355,0.974229959,1.460162647,1.945308251,2.429667603,0.974229959,1.945308251,2.913241537,3.878036478,4.839699736,1.460162647,2.913241537,4.359259151,5.798237972,7.230200484
649,2275,-110.8668835,44.12393894,0.002,500,0.415955954,0.83127923,1.245970489,1.660030393,2.073459603,0.83127923,1.660030393,2.486258779,3.309969676,4.131168373,1.245970489,2.486258779,3.720882719,4.949860156,6.173208939
652,1289,-109.0039275,44.32057297,0.026,6500,0.097155593,0.194213195,0.291172909,0.388034838,0.484799086,0.194213195,0.388034838,0.581465756,0.774506774,0.967158719,0.291172909,0.581465756,0.870881329,1.159422417,1.447091807
653,2268,-108.3806279,44.38032031,0.102,25500,0.143592452,0.286994708,0.430206994,0.573229535,0.716062556,0.286994708,0.573229535,0.858706282,1.14342675,1.42739274,0.430206994,0.858706282,1.285503942,1.710606052,2.134018689
654,2268,-107.7562552,44.43715416,0.056,14000,0.134492347,0.268910998,0.403256002,0.537527404,0.671725252,0.268910998,0.537527404,0.805849594,1.073877949,1.341612845,0.403256002,0.805849594,1.207782055,1.60905466,2.009668686
655,1428,-107.1308608,44.4910662,0.026,6500,0.269354315,0.538282099,0.806783901,1.074860269,1.342511751,0.538282099,1.074860269,1.609738895,2.142922364,2.674415059,0.806783901,1.609738895,2.408879784,3.204221367,3.995778444
656,1428,-106.5044963,44.54204847,0.03,7500,0.20919975,0.418197009,0.62699199,0.835584908,1.043975976,0.418197009,0.835584908,1.252165409,1.667940221,2.082911056,0.62699199,1.252165409,1.875526029,2.497079625,3.116831971
657,1140,-105.877214,44.59009342,0.024,6000,0.178613377,0.356987602,0.53512288,0.71301942,0.890677429,0.356987602,0.71301942,1.068097112,1.422222332,1.775396736,0.53512288,1.068097112,1.598928282,2.127621979,2.65418379
658,1140,-105.2490668,44.63519389,0.022,5500,0.147504459,0.294982557,0.442434043,0.589858663,0.737256165,0.294982557,0.589858663,0.884626297,1.179283444,1.473828083,0.442434043,0.884626297,1.326569953,1.768258198,2.209684221
659,2242,-104.6201078,44.67734316,0.042,10500,0.301357796,0.602338527,0.902942546,1.203170204,1.503021855,0.602338527,1.203170204,1.802497848,2.400324277,2.996652306,0.902942546,1.802497848,2.698675415,3.591484754,4.480935372
660,396,-103.9903906,44.71653488,0.074,18500,0.314267429,0.628211196,0.941831495,1.255128519,1.568102464,0.628211196,1.255128519,1.880753524,2.505087765,3.128132796,0.941831495,1.880753524,2.816771334,3.749890172,4.680115284
661,396,-103.3599693,44.75276313,0.154,38500,0.245627461,0.490979423,0.736056084,0.980857643,1.225384301,0.490979423,0.980857643,1.469636256,1.957316857,2.44390104,0.736056084,1.469636256,2.200745901,2.9293904,3.655575137
662,2458,-102.7288983,44.78602245,0.046,11500,0.25790973,0.515561423,0.772955185,1.030091126,1.286969351,0.515561423,1.030091126,1.54358997,2.056058816,2.567498527,0.772955185,1.54358997,2.31190726,3.077909964,3.841600989
663,2458,-102.0972323,44.81630777,0.072,18000,0.292890959,0.585370857,0.87743996,1.169098537,1.460346853,0.585370857,1.169098537,1.751185177,2.331632912,2.91044388,0.87743996,1.751185177,2.621242858,3.487620215,4.350324457
664,2042,-101.4650263,44.84361447,0.17,42500,0.396187963,0.791857026,1.187007299,1.581638894,1.975751925,0.791857026,1.581638894,2.369346502,3.154980743,3.938542515,1.187007299,2.369346502,3.547020632,4.720032711,5.888385762
665,1398,-100.8323357,44.8679384,0.062,15500,0.38899836,0.777582934,1.165753805,1.553511059,1.940854781,0.777582934,1.553511059,2.327785055,3.100405599,3.87137337,1.165753805,2.327785055,3.486096039,4.640689044,5.791566361
666,3037,-100.1992161,44.88927582,0.632,158000,0.528478006,1.056196255,1.583155417,2.109356165,2.634799168,1.056196255,2.109356165,3.159485099,4.206588426,5.250671515,1.583155417,3.159485099,4.729007165,6.291739734,7.847700926
667,3071,-99.56572328,44.90762346,0.562,140500,0.544761568,1.088650069,1.63166637,2.173811339,2.715085842,1.088650069,2.173811339,3.255490747,4.333695231,5.408431729,1.63166637,3.255490747,4.871496545,6.479707178,8.080146058
668,3071,-98.93191325,44.92297848,0.636,159000,0.620832134,1.240597736,1.859297916,2.476933783,3.093506447,1.240597736,2.476933783,3.709017015,4.936856306,6.160460529,1.859297916,3.709017015,5.549187247,7.379838559,9.201000902
669,1272,-98.29784219,44.93533853,0.78,195000,0.601846925,1.202995247,1.803445307,2.403197446,3.002252005,1.202995247,2.403197446,3.600609325,4.795233613,5.987073037,1.803445307,3.600609325,5.391501262,7.176130328,8.954505733
670,145,-97.66356645,44.9447017,0.624,156000,0.650654576,1.300406056,1.949255146,2.597202549,3.244248971,1.300406056,2.597202549,3.890395117,5.179989398,6.465991031,1.949255146,3.890395117,5.823438943,7.748405654,9.66531428
671,997,-97.02914244,44.95106653,0.616,154000,0.595559992,1.190329714,1.784309694,2.377500458,2.969902534,1.190329714,2.377500458,3.561516448,4.742381898,5.920101026,1.784309694,3.561516448,5.331634489,7.094678046,8.850661347
672,713,-96.39462669,44.95443206,0.718,179500,0.818839034,1.636515295,2.453029657,3.268382992,4.082576175,1.636515295,3.268382992,4.895610077,6.518203537,8.136170358,2.453029657,4.895610077,7.327764841,9.749517527,12.16089172
673,2702,-95.76007575,44.95479776,0.782,195500,0.978200196,1.954689377,2.929469247,3.90254151,4.873907869,1.954689377,3.90254151,5.843570029,7.777788569,9.705210762,2.929469247,5.843570029,8.742348357,11.62585024,14.49412169
674,373,-95.1255462,44.95216356,0.858,214500,1.125389389,2.248892301,3.370510454,4.490245566,5.608099359,2.248892301,4.490245566,6.724073549,8.950390001,11.16920867,3.370510454,6.724073549,10.0607357,13.38054332,16.68354282
675,549,-94.49109462,44.94652988,0.738,184500,1.132899253,2.264253214,3.394062902,4.522329341,5.64905355,2.264253214,4.522329341,6.774236552,9.019983018,11.25957691,3.394062902,6.774236552,10.14054852,13.4930264,16.83169775
676,860,-93.85677752,44.93789759,0.482,120500,0.900808578,1.800514059,2.699117205,3.596618775,4.493019531,1.800514059,3.596618775,5.388320232,7.175624515,8.958537708,2.699117205,5.388320232,8.067629618,10.7370659,13.3966496
677,1042,-93.22265137,44.92626802,0.072,18000,0.489955068,0.979228821,1.467821874,1.955734842,2.442968341,0.979228821,1.955734842,2.929522985,3.900598171,4.868965322,1.467821874,2.929522985,4.385119943,5.83462936,7.278067848
678,2273,-92.58877251,44.91164297,0.392,98000,0.339226824,0.677715064,1.015465648,1.352479503,1.688757558,0.677715064,1.352479503,2.02430074,2.693186198,3.359143299,1.015465648,2.02430074,3.026530329,4.022179467,5.011273205
679,318,-91.95519717,44.89402469,0.462,115500,0.237800946,0.475280226,0.712438071,0.949274714,1.185790386,0.475280226,0.949274714,1.42198532,1.893413899,2.363562308,0.712438071,1.42198532,2.128648009,2.832432401,3.533344761
680,909,-91.3219814,44.8734159,0.436,109000,0.211051554,0.421937689,0.632658342,0.843213449,1.053602946,0.421937689,0.843213449,1.263826771,1.683777151,2.103064081,0.632658342,1.263826771,1.893503579,2.521687056,3.148375492
681,2951,-90.68918108,44.84981975,0.408,102000,0.250293882,0.500049762,0.749268222,0.997949841,1.246095199,0.500049762,0.997949841,1.493704878,1.987319515,2.478798396,0.749268222,1.493704878,2.233325635,2.96814616,3.698182121
682,1288,-90.05685185,44.82323988,0.578,144500,0.261526607,0.522576655,0.783150511,1.043248546,1.302871127,0.522576655,1.043248546,1.562018626,2.078889848,2.593865165,0.783150511,1.562018626,2.33661431,3.106947531,3.873028256
683,1288,-89.42504911,44.79368034,0.218,54500,0.224882202,0.449615769,0.674200457,0.898636019,1.122922212,0.449615769,0.898636019,1.347058791,1.794882122,2.242104052,0.674200457,1.347058791,2.018568385,2.688722621,3.357514882
684,804,-88.79382797,44.76114563,0.276,69000,0.281030287,0.561565605,0.841606437,1.121153263,1.400206564,0.561565605,1.121153263,1.678766822,2.234410129,2.788087035,0.841606437,1.678766822,2.511494142,3.339801387,4.163701546
685,2234,-88.16324326,44.72564071,0.388,97000,0.177339234,0.354388939,0.531149438,0.707621056,0.883804117,0.354388939,0.707621056,1.059698944,1.410625196,1.760402404,0.531149438,1.059698944,1.585657268,2.109033161,2.629835371
686,1938,-87.53334944,44.68717096,0.314,78500,0.223228582,0.446147818,0.668757981,0.891059344,1.113052178,0.446147818,0.891059344,1.334736756,1.777182231,2.218397949,0.668757981,1.334736756,1.997943674,2.658386086,3.316071343
687,578,-85.64835256,44.55403287,0.134,33500,0.242322491,0.484562922,0.726721028,0.968796544,1.210789204,0.484562922,0.968796544,1.452698742,1.936267391,2.419500369,0.726721028,1.452698742,2.177925972,2.902395551,3.626100311
688,873,-85.02175948,44.50376603,0.11,27500,0.327549017,0.654736896,0.981564096,1.308031074,1.63413829,0.654736896,1.308031074,1.959886202,2.610305948,3.259293979,0.981564096,1.959886202,2.934978699,3.906853964,4.875524377
689,287,-84.39612371,44.45056756,0.032,8000,0.132957423,0.265780717,0.39847,0.531025387,0.663446998,0.265780717,0.531025387,0.79573495,1.059910345,1.323552512,0.39847,0.79573495,1.191798023,1.58666239,1.980331224
690,2296,-83.77149718,44.3944453,0.106,26500,0.228568825,0.456905927,0.685011526,0.912885836,1.140529077,0.456905927,0.912885836,1.367941464,1.822074546,2.275286821,0.685011526,1.367941464,2.048795676,2.727580025,3.404300372
691,1804,-76.37282272,43.49628264,0.04,10000,0.689930183,1.37949783,2.0687024,2.757543354,3.446020149,1.37949783,2.757543354,4.134132245,5.509260179,6.882922829,2.0687024,4.134132245,6.196274935,8.255115869,10.31064045
692,1810,-75.76577521,43.40302974,0.046,11500,0.353202667,0.705816907,1.057843233,1.409282154,1.760134181,0.705816907,1.409282154,2.110399826,2.809174012,3.505608797,1.057843233,2.110399826,3.157683574,4.199708269,5.236487706
693,1810,-75.16039975,43.30699955,0.048,12000,0.394538826,0.788414295,1.181627097,1.574177923,1.96606746,0.788414295,1.574177923,2.357296401,3.137775248,3.915619983,1.181627097,2.357296401,3.527026534,4.690836124,5.848743794
694,2169,-74.55673836,43.20820477,0.03,7500,0.454880455,0.909156827,1.362829534,1.815898993,2.26836562,0.909156827,1.815898993,2.720229834,3.62215269,4.521670899,1.362829534,2.720229834,4.072212167,5.418787799,6.759967997
695,1164,-73.95483228,43.10665833,0.04,10000,0.308112303,0.616006169,0.923681365,1.231137656,1.538374807,0.616006169,1.231137656,1.845392583,2.458769075,3.071265255,0.923681365,1.845392583,2.765127322,3.682879247,4.598642026
696,1125,-73.35472194,43.00237339,0.126,31500,0.223635676,0.446948203,0.669937875,0.892604987,1.114949832,0.446948203,0.892604987,1.336972705,1.780053712,2.221850361,0.669937875,1.336972705,2.001112434,2.662365006,3.320738364
697,2032,-72.75644696,42.89536334,0.014,3500,0.409534608,0.818283505,1.226247706,1.633428228,2.039826088,0.818283505,1.633428228,2.445442301,3.254333855,4.060111022,1.226247706,2.445442301,3.657611229,4.862781931,6.060981851
698,3081,-72.16004613,42.78564176,0.006,1500,0.504927669,1.008620516,1.511080212,2.01230843,2.512306841,1.008620516,2.01230843,3.011077118,4.004939955,4.993910317,1.511080212,3.011077118,4.50003586,5.978001579,7.445019416
699,1027,-71.56555743,42.67322246,0.01,2500,0.220351108,0.440319498,0.659905576,0.879109748,1.09793242,0.440319498,0.879109748,1.316373998,1.752115497,2.186337494,0.659905576,1.316373998,1.96941623,2.619043235,3.265265976
702,1229,-123.3464988,41.61171129,0.002,500,0.043710564,0.087502864,0.131376603,0.175331485,0.219367215,0.087502864,0.175331485,0.263483496,0.35195653,0.440748218,0.131376603,0.263483496,0.39631269,0.529856193,0.664106015
703,1229,-122.7658845,41.73721164,0.086,21500,0.236005073,0.471560552,0.706666943,0.941324755,1.175534495,0.471560552,0.941324755,1.409296671,1.875480358,2.339879877,0.706666943,1.409296671,2.107902885,2.802499287,3.493099578
704,1229,-122.18321,41.86010146,0.086,21500,0.223625016,0.446800509,0.669527059,0.891805246,1.11363565,0.446800509,0.891805246,1.33501885,1.776445958,2.216091209,0.669527059,1.33501885,1.996491026,2.653959242,3.307439153
705,1229,-121.5985086,41.98036651,0.388,97000,0.50093742,1.000964777,1.500083051,1.998293224,2.495596276,1.000964777,1.998293224,2.991993189,3.982072518,4.968539059,1.500083051,2.991993189,4.475756897,5.95140066,7.41895096
706,2407,-121.0118141,42.09799265,0.014,3500,0.334687006,0.668856991,1.002510482,1.335648009,1.6682701,0.668856991,1.335648009,2.000377284,2.663049046,3.323667526,1.002510482,2.000377284,2.993614682,3.982236952,4.96625837
707,523,-120.4231612,42.21296593,0.046,11500,0.380219005,0.759929262,1.139131257,1.517825476,1.896012406,0.759929262,1.517825476,2.273692531,3.027534312,3.779354708,1.139131257,2.273692531,3.40369694,4.529157604,5.650087639
708,523,-119.8325856,42.32527252,0.012,3000,0.226201244,0.452412835,0.678634459,0.904865802,1.131106551,0.452412835,0.904865802,1.357356392,1.809882098,2.262440411,0.678634459,1.357356392,2.036157335,2.715028822,3.393962388
709,1080,-119.2401235,42.43489881,0.006,1500,0.261197404,0.52164853,0.781354446,1.040316219,1.298534918,0.52164853,1.040316219,1.556011609,2.068743241,2.578519655,0.781354446,1.556011609,2.324000316,3.085349393,3.840087665
710,1080,-118.6458123,42.54183132,0.008,2000,0.317645641,0.634914424,0.951806858,1.26832345,1.584464706,0.634914424,1.26832345,1.900231135,2.53064154,3.159558722,0.951806858,1.900231135,2.84528653,3.786986743,4.725345472
713,2200,-116.8521681,42.84633457,0.014,3500,0.622699215,1.244755404,1.86616909,2.486940794,3.107071038,1.244755404,2.486940794,3.726560344,4.963618231,6.19811863,1.86616909,3.726560344,5.581187855,7.430065719,9.273208029
714,2200,-116.2508486,42.9423614,0.094,23500,0.094542335,0.188946743,0.283213356,0.377342301,0.471333709,0.188946743,0.377342301,0.565187707,0.752483995,0.939232199,0.283213356,0.565187707,0.845926543,1.125433352,1.403711623
715,2031,-115.647878,43.03563025,0.178,44500,0.157717072,0.315157149,0.47232055,0.629207597,0.785818611,0.315157149,0.629207597,0.942153912,1.253998659,1.564744405,0.47232055,0.942153912,1.409508746,1.874393716,2.336817483
716,261,-115.0432982,43.12612899,0.182,45500,0.457802539,0.915098394,1.371887754,1.828170811,2.283947755,0.915098394,1.828170811,2.739218776,3.648243814,4.55524745,1.371887754,2.739218776,4.101998212,5.460231208,6.813922909
717,2887,-114.4371519,43.2138457,0.182,45500,0.482567323,0.964466511,1.445698009,1.926262263,2.40615972,0.964466511,1.926262263,2.885390826,3.841855767,4.795660655,1.445698009,2.885390826,4.319090495,5.746809057,7.168558556
718,2885,-113.8294826,43.29876877,0.072,18000,0.516407607,1.031860206,1.546358903,2.059904804,2.572499014,1.031860206,2.059904804,3.084142639,4.10458256,5.121233413,1.546358903,3.084142639,4.613381067,6.134104046,7.646341434
719,2053,-113.2203344,43.38088684,0.01,2500,0.378919157,0.757449041,1.135589778,1.513341496,1.890704322,0.757449041,1.513341496,2.267678382,3.020460714,3.771689509,1.135589778,2.267678382,3.39626924,4.521365782,5.642971435
720,836,-112.609752,43.46018884,0.134,33500,0.164171194,0.328231191,0.492179958,0.656017459,0.819743662,0.328231191,0.656017459,0.983358533,1.310254145,1.636704025,0.492179958,0.983358533,1.473534818,1.962707903,2.450876879
721,1765,-111.9977811,43.53666399,0.662,165500,0.224064117,0.447914741,0.671551981,0.894975945,1.118186739,0.447914741,0.894975945,1.341184472,1.786541184,2.231046943,0.671551981,1.341184472,2.008900378,2.67470261,3.338594074
722,1765,-111.3844677,43.61030184,0.216,54000,0.382038388,0.763393081,1.144064885,1.524054604,1.903363044,0.763393081,1.524054604,2.281991008,3.037208731,3.789714212,1.144064885,2.281991008,3.4138001,4.539513888,5.659154104
723,2275,-110.7698588,43.68109221,0.012,3000,0.362825855,0.724786844,1.085884057,1.446118582,1.805491508,0.724786844,1.446118582,2.164003923,2.878451575,3.589470248,1.085884057,2.164003923,3.234388989,4.29706865,5.352072299
726,1056,-108.9187363,43.87628187,0.002,500,0.000102322,0.000409028,0.000919727,0.001634029,0.002551544,0.000409028,0.001634029,0.00367188,0.006519457,0.010173637,0.000919727,0.00367188,0.008245917,0.014631294,0.022817469
727,2958,-108.2994258,43.93558742,0.032,8000,0.057507768,0.115076007,0.172704607,0.230393455,0.288142441,0.115076007,0.230393455,0.345951453,0.461749112,0.577785541,0.172704607,0.345951453,0.519737536,0.694059851,0.868915397
728,2958,-107.6790629,43.99199977,0.066,16500,0.087621751,0.175247923,0.262878492,0.350513437,0.438152732,0.175247923,0.350513437,0.525796355,0.701096493,0.876413662,0.262878492,0.525796355,0.78875296,1.051747676,1.314779876
729,1428,-107.057698,44.04551081,0.002,500,0.145291937,0.290298233,0.435019328,0.579455664,0.72360768,0.290298233,0.579455664,0.867475817,1.154362218,1.440118392,0.435019328,0.867475817,1.297381363,1.724747865,2.149587219
730,1428,-106.4353819,44.09611284,0.014,3500,0.139625468,0.278966859,0.418024586,0.556799059,0.695290691,0.278966859,0.556799059,0.833499895,1.109072663,1.383520659,0.418024586,0.833499895,1.246437051,1.65684718,2.064741406
731,1140,-105.8121659,44.14379855,0.008,2000,0.17420317,0.348291614,0.522265377,0.696124506,0.869869047,0.348291614,0.696124506,1.043499048,1.390415614,1.736874576,0.522265377,1.043499048,1.563702273,2.082876306,2.601022404
732,1140,-105.1881018,44.18856099,0.044,11000,0.214961157,0.42979366,0.644497445,0.859072451,1.073518613,0.42979366,0.859072451,1.287835869,1.716083413,2.143814581,0.644497445,1.287835869,1.930013576,2.571028868,3.210880052
733,2242,-104.5632418,44.23039361,0.05,12500,0.226071453,0.451880988,0.677428819,0.902715163,1.127740234,0.451880988,0.902715163,1.352504249,1.801249973,2.248954058,0.677428819,1.352504249,2.025232112,2.695618229,3.363668421
734,302,-103.9376384,44.26929029,0.022,5500,0.416345137,0.832010241,1.246996029,1.661303214,2.074932511,0.832010241,1.661303214,2.487884636,3.311760229,4.132935712,1.246996029,2.487884636,3.722685127,4.951416803,6.17409897
735,2458,-103.3113447,44.30524528,0.048,12000,0.253415567,0.506665198,0.759748894,1.012666654,1.26541848,0.506665198,1.012666654,1.518004371,2.022678356,2.526688612,0.759748894,1.518004371,2.27476645,3.030035146,3.783810476
736,2458,-102.684414,44.33825327,0.192,48000,0.264182264,0.528161098,0.79193655,1.055508669,1.318877506,0.528161098,1.055508669,1.582043109,2.107764812,2.632674174,0.79193655,1.582043109,2.370321011,3.156771589,3.941396178
737,391,-102.0569,44.36830935,0.192,48000,0.424462895,0.848395668,1.271798639,1.694672127,2.117016453,0.848395668,1.694672127,2.538831938,3.380877663,4.220811863,1.271798639,2.538831938,3.801108543,5.0586371,6.311426254
738,10,-101.4288566,44.39540907,0.302,75500,0.39973563,0.799094141,1.198075606,1.596680097,1.994907685,0.799094141,1.596680097,2.392758442,3.187329752,3.980394601,1.198075606,2.392758442,3.584050448,4.771953565,5.956469731
739,2236,-100.8003382,44.41954836,0.282,70500,0.462375676,0.924226311,1.385552191,1.846353604,2.306630836,0.924226311,1.846353604,2.766384175,3.684320323,4.600164344,1.385552191,2.766384175,4.142503706,5.513918535,6.880636414
740,2895,-100.1713992,44.44072363,0.484,121000,0.483015924,0.965429387,1.447240833,1.928450702,2.409059437,0.965429387,1.928450702,2.88906748,3.847283257,4.80310157,1.447240833,2.88906748,4.325491875,5.756525955,7.182181653
741,2946,-99.54209428,44.45893168,0.508,127000,0.459423021,0.91806609,1.375930018,1.833015621,2.28932371,0.91806609,1.833015621,2.744855099,3.653591032,4.559229925,1.375930018,2.744855099,4.106797202,5.461778284,6.809820306
742,862,-98.91247847,44.4741698,0.57,142500,0.57453417,1.148102059,1.720704614,2.292342785,2.86301752,1.148102059,2.292342785,3.432729767,4.569270592,5.701972849,1.720704614,3.432729767,5.136101067,6.830844126,8.516984553
743,291,-98.28260679,44.48643567,0.682,170500,0.572860154,1.144869902,1.716029922,2.286340895,2.855803499,1.144869902,2.286340895,3.424418415,4.5591079,5.690414787,1.716029922,3.424418415,5.125183829,6.818344513,8.503918817
