cellID,layer,x,y,f_cult,farm_hectares,dC_10_1,dC_10_2,dC_10_3,dC_10_4,dC_10_5,dC_20_1,dC_20_2,dC_20_3,dC_20_4,dC_20_5,dC_30_1,dC_30_2,dC_30_3,dC_30_4,dC_30_5
Unique cell ID,County code,Longitude,Latitude,Fraction cultivated,Hectares cultivated,"Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density","Excess C evaluated at 0-30 cm, metric tons CO2 equivalent per hectare: A_B, A = depth of density increase in cm, B = percentage increase in density"
1283,1824,-108.3521127,40.77331889,0.002,500,0.064491208,0.128982629,0.193474263,0.257966109,0.322458167,0.128982629,0.257966109,0.386950437,0.51593561,0.644921626,0.193474263,0.386950437,0.580428512,0.773908483,0.96739034
1284,1824,-107.7593806,40.82980583,0.03,7500,0.194678679,0.38905217,0.583120819,0.776884969,0.970344967,0.38905217,0.776884969,1.163501156,1.548903488,1.933094723,0.583120819,1.163501156,1.74115032,2.316077618,2.888292356
1285,2379,-107.1657276,40.88352947,0.006,1500,0.116673596,0.233232561,0.349676985,0.46600696,0.582222576,0.233232561,0.46600696,0.698323926,0.930184187,1.161588472,0.349676985,0.698323926,1.045943281,1.39253751,1.73810907
1286,1085,-106.5711977,40.93448324,0.002,500,0.686939861,1.372169347,2.055690619,2.73750584,3.417617172,1.372169347,2.73750584,4.096026776,5.447749451,6.792691161,2.055690619,4.096026776,6.121066846,8.130869203,10.12549222
1288,280,-105.3796869,41.0280564,0.004,1000,0.131581143,0.263027596,0.394339537,0.525517143,0.656560592,0.263027596,0.525517143,0.787470061,1.048887768,1.309771685,0.394339537,0.787470061,1.179396362,1.570123229,1.959655453
1289,2150,-104.7827964,41.07066419,0.028,7000,0.347724763,0.695127224,1.042207266,1.388964774,1.735399632,0.695127224,1.388964774,2.081511723,2.772767139,3.462730093,1.042207266,2.081511723,3.117910232,4.151399654,5.181976852
1290,2150,-104.1852103,41.11047893,0.352,88000,0.269164662,0.538017097,0.806557429,1.074785783,1.342702283,0.538017097,1.074785783,1.610307054,2.144581906,2.677611337,0.806557429,1.610307054,2.411252237,3.209396343,4.004742734
1291,2576,-103.5869745,41.14749564,0.384,96000,0.214964931,0.42963344,0.644005782,0.858082212,1.071862984,0.42963344,0.858082212,1.285348352,1.711433893,2.13634087,0.644005782,1.285348352,1.924034575,2.560071319,3.193465451
1292,2217,-102.9881355,41.18170965,0.65,162500,0.315878453,0.631471499,0.946779248,1.261801812,1.576539301,0.631471499,1.261801812,1.890991826,2.519042425,3.145954494,0.946779248,1.890991826,2.83264072,3.771728918,4.708259404
1293,2012,-102.38874,41.21311666,0.56,140000,0.345200114,0.689976504,1.034329535,1.378259571,1.721766976,0.689976504,1.378259571,2.064852112,2.749757037,3.432977256,1.034329535,2.064852112,3.091577553,4.11451568,5.133676315
1294,1392,-101.788835,41.24171269,0.23,57500,0.403345338,0.806294428,1.208847554,1.611004999,2.012767046,0.806294428,1.611004999,2.414133979,3.215683633,4.015656228,1.208847554,2.414133979,3.615866921,4.814054028,6.008702946
1295,1008,-101.1884677,41.26749411,0.196,49000,0.418859562,0.837043873,1.254553684,1.671389747,2.087552811,0.837043873,1.671389747,2.50304363,3.332011533,4.158299468,1.254553684,2.50304363,3.745490121,4.981913444,6.212333885
1296,1008,-100.5876856,41.29045766,0.198,49500,0.447404473,0.894054753,1.339951784,1.785096507,2.229489865,0.894054753,1.785096507,2.673132801,3.558171178,4.440219178,1.339951784,2.673132801,3.999568504,5.319284343,6.63230577
1297,2700,-99.98653628,41.3106004,0.348,87000,0.363104229,0.725690564,1.08775959,1.449311892,1.810348055,0.725690564,1.449311892,2.170868663,2.890365557,3.607807251,1.08775959,2.170868663,3.249343011,4.323198426,5.392450699
1298,2700,-99.38506756,41.32791976,0.256,64000,0.378896443,0.757273869,1.135132904,1.512474171,1.889298294,0.757273869,1.512474171,2.265605897,3.01667404,3.765683593,1.135132904,2.265605897,3.391435828,4.512639548,5.629233908
1299,710,-98.78332741,41.34241352,0.464,116000,0.373177422,0.745840087,1.117988554,1.489623381,1.860745127,0.745840087,1.489623381,2.231354352,2.971037473,3.708677214,1.117988554,2.231354352,3.340112487,4.444278049,5.54386613
1300,1373,-98.18136393,41.35407982,0.55,137500,0.47799989,0.955274458,1.431824445,1.907650594,2.382753648,0.955274458,1.907650594,2.857134348,3.803731655,4.747448455,1.431824445,2.857134348,4.275949747,5.688290683,7.094177195
1301,1226,-97.57922533,41.36291718,0.73,182500,0.46529785,0.929818612,1.393563124,1.856532228,2.318726764,0.929818612,1.856532228,2.78014757,3.700671359,4.618110313,1.393563124,2.78014757,4.15977602,5.532471155,6.898255657
1302,562,-96.97695988,41.36892445,0.82,205000,0.512026648,1.023421521,1.534185059,2.044317702,2.553819891,1.023421521,2.044317702,3.062692067,4.078548141,5.091889447,1.534185059,3.062692067,4.58553292,6.10271951,7.614263731
1303,2764,-96.37461595,41.37210085,0.734,183500,0.489823809,0.979063254,1.467718856,1.955791137,2.443280618,0.979063254,1.955791137,2.93018782,3.902257475,4.872004272,1.467718856,2.93018782,4.38742097,5.839432382,7.286236134
1304,2215,-95.77224192,41.37244599,0.588,147000,0.434354049,0.868471618,1.302352687,1.735997238,2.169405254,0.868471618,1.735997238,2.602576714,3.468209897,4.332896639,1.302352687,2.602576714,3.900671582,5.196636793,6.490471847
1305,2215,-95.16988618,41.36995982,0.84,210000,0.455722768,0.911413666,1.36707231,1.822698316,2.2782913,0.911413666,1.822698316,2.733850878,3.644868276,4.555747439,1.36707231,2.733850878,4.100325329,5.46648529,6.832320387
1306,572,-94.56759714,41.36464266,0.692,173000,0.426912383,0.853697084,1.280353817,1.706882295,2.133282232,0.853697084,1.706882295,2.559553342,3.41170793,4.263343768,1.280353817,2.559553342,3.837590836,5.114458564,6.390148786
1307,220,-93.96542316,41.35649519,0.438,109500,0.479126751,0.957874471,1.436243269,1.914233255,2.39184454,0.957874471,1.914233255,2.869077235,3.822407295,4.774224317,1.436243269,2.869077235,4.298504881,5.724529185,7.147153128
1308,1078,-93.36341254,41.34551846,0.396,99000,0.48542319,0.97047258,1.455148295,1.93945046,2.4233792,0.97047258,1.93945046,2.90693464,3.872926119,4.837425898,1.455148295,2.90693464,4.355362408,5.800434977,7.242155721
1309,741,-92.76161351,41.33171388,0.644,161000,0.500002527,0.999465428,1.498389122,1.996774029,2.494620568,0.999465428,1.996774029,2.991929159,3.984934175,4.975792433,1.498389122,2.991929159,4.480631439,5.964507288,7.443568033
1310,327,-92.16007419,41.31508321,0.656,164000,0.476442653,0.952411271,1.427906173,1.90292768,2.377476113,0.952411271,1.90292768,2.851551793,3.798286176,4.743133395,1.427906173,2.851551793,4.270945521,5.686096014,7.097011932
1311,1169,-91.55884258,41.29562859,0.64,160000,0.57116653,1.141482153,1.710947713,2.279564053,2.847332017,1.141482153,2.279564053,3.414252447,4.545554081,5.673475702,1.710947713,3.414252447,5.109936971,6.798024057,8.478536474
1312,2726,-90.95796654,41.2733525,0.606,151500,0.548409351,1.096074119,1.6429951,2.189173086,2.734608873,1.096074119,2.189173086,3.279303252,4.366470968,5.450682585,1.6429951,3.279303252,4.908945892,6.531944453,8.14832037
1313,2886,-90.35749375,41.24825778,0.746,186500,0.512713695,1.024515122,1.535405411,2.04538569,2.554457088,1.024515122,2.04538569,3.062620735,4.076229291,5.086220391,1.535405411,3.062620735,4.581676458,6.092603068,7.59543105
1314,670,-89.7574717,41.22034763,0.82,205000,0.625499885,1.249788689,1.872867841,2.494738768,3.115402899,1.249788689,2.494738768,3.73486166,4.970168788,6.200671573,1.872867841,3.73486166,5.586020009,7.426381438,9.255984497
1315,955,-89.15794766,41.18962559,0.674,168500,0.804850431,1.607953453,2.409311216,3.208925869,4.006799562,1.607953453,3.208925869,4.802934446,6.389996384,7.970128882,2.409311216,4.802934446,7.180927738,9.543349139,11.8902567
1316,1368,-88.55896867,41.15609553,0.79,197500,0.879870744,1.75747389,2.632812538,3.505889788,4.376708739,1.75747389,3.505889788,5.245272493,6.975646805,8.697037526,2.632812538,5.245272493,7.837463564,10.40946945,12.96137386
1317,180,-87.96058152,41.11976171,0.782,195500,0.815061399,1.628068986,2.439025551,3.24793388,4.054796764,1.628068986,3.24793388,4.859616989,6.463140619,8.058527076,2.439025551,4.859616989,7.2618496,9.645798668,12.01153948
1318,434,-87.3628327,41.08062869,0.766,191500,0.769817491,1.53796674,2.304450006,3.069269548,3.832427626,1.53796674,3.069269548,4.593926498,6.111955663,7.623375117,2.304450006,4.593926498,6.868490475,9.128202932,11.37312487
1319,1260,-86.7657684,41.03870137,0.728,182000,0.747766148,1.494097088,2.23899468,2.982460788,3.724497272,1.494097088,2.982460788,4.465105995,5.942047603,7.413300507,2.23899468,4.465105995,6.678384212,8.878879603,11.06664244
1320,12,-86.16943451,40.99398498,0.728,182000,0.622778277,1.244445231,1.865002354,2.484451133,3.10279306,1.244445231,2.484451133,3.720029624,4.951192622,6.177952046,1.865002354,3.720029624,5.565122036,7.400319813,9.225663179
1321,777,-85.57387655,40.94648509,0.636,159000,0.515918463,1.031076554,1.545475159,2.059115168,2.571997465,1.031076554,2.059115168,3.084122939,4.106106966,5.125074345,1.545475159,3.084122939,4.615967293,6.141032173,7.659341533
1322,1332,-84.97913971,40.89620757,0.726,181500,0.530142276,1.059391201,1.587747882,2.115213428,2.641788947,1.059391201,2.115213428,3.167475547,4.216186423,5.261354922,1.587747882,3.167475547,4.739212916,6.302989908,7.858836445
1323,2133,-84.38526876,40.84315863,0.816,204000,0.465156903,0.929652175,1.393486554,1.856660778,2.319175584,0.929652175,1.856660778,2.78103171,3.702770875,4.621884176,1.393486554,2.78103171,4.16265539,5.538377516,6.908218012
1324,1889,-83.79230811,40.78734476,0.798,199500,0.563561962,1.125940013,1.687135691,2.247150534,2.805986079,1.125940013,2.247150534,3.363643866,4.475432314,5.58252818,1.687135691,3.363643866,5.029566051,6.68494377,8.329818549
1325,1179,-83.20030171,40.72877277,0.756,189000,0.543049326,1.085039791,1.625972741,2.165849522,2.704671478,1.085039791,2.165849522,3.242439955,4.314821854,5.383005982,1.625972741,3.242439955,4.849437967,6.447003104,8.035171694
1326,2924,-82.6092931,40.66744978,0.466,116500,0.40014299,0.79958057,1.198313582,1.596342869,1.993669275,0.79958057,1.596342869,2.390293641,3.181439625,3.969787567,1.198313582,2.390293641,3.57596293,4.755344206,5.928460224
1327,2413,-82.01932536,40.60338317,0.254,63500,0.182412195,0.36466999,0.546773423,0.728722535,0.910517367,0.36466999,0.728722535,1.092157957,1.454976576,1.817178712,0.546773423,1.092157957,1.636154684,2.178764687,2.719989047
1328,2131,-81.43044109,40.53658065,0.132,33000,0.241924871,0.48348798,0.724689691,0.965530368,1.206010376,0.48348798,0.965530368,1.446130079,1.925290027,2.403013126,0.724689691,1.446130079,2.164331,2.879302291,3.591053785
1329,1981,-80.8426824,40.46705015,0.054,13500,0.087937922,0.175853967,0.263748009,0.351619921,0.439469574,0.175853967,0.351619921,0.527296843,0.702883714,0.878379518,0.263748009,0.527296843,0.790643063,1.053783234,1.316713919
1330,2819,-80.25609091,40.39479992,0.042,10500,0.181176104,0.361971203,0.542385762,0.722420248,0.902075124,0.361971203,0.722420248,1.081350856,1.438766748,1.794671645,0.542385762,1.081350856,1.616907838,2.14906927,2.677847708
1331,2621,-79.67070771,40.31983846,0.102,25500,0.196950276,0.393546244,0.58978824,0.785676597,0.981211649,0.393546244,0.785676597,1.176393731,1.565700319,1.953599035,0.58978824,1.176393731,1.759825494,2.340092551,2.917203925
1332,3049,-79.08657334,40.24217453,0.094,23500,0.147700557,0.295258483,0.442673803,0.589946539,0.737076715,0.295258483,0.589946539,0.884064353,1.17761211,1.470589997,0.442673803,0.884064353,1.324172276,1.762998197,2.200542744
1333,2978,-78.50372781,40.16181713,0.142,35500,0.104130309,0.208104622,0.31192307,0.415585782,0.519092887,0.208104622,0.415585782,0.622444516,0.82868186,1.034298851,0.31192307,0.622444516,0.931567835,1.239296525,1.545634083
1334,739,-77.92221057,40.07877551,0.134,33500,0.086009241,0.17192597,0.257750202,0.343481953,0.429121239,0.17192597,0.343481953,0.514668077,0.685484469,0.855931257,0.257750202,0.514668077,0.770754055,1.026008568,1.280432045
1335,2369,-77.34206046,39.99305916,0.294,73500,0.147537011,0.294745777,0.441626697,0.588180168,0.73440659,0.294745777,0.588180168,0.880306361,1.171127542,1.460646897,0.441626697,0.880306361,1.316049748,1.748867615,2.178770717
1336,2272,-76.76331577,39.9046778,0.34,85000,0.142890174,0.285455953,0.427697737,0.569615926,0.711210918,0.285455953,0.569615926,0.852483113,1.134060709,1.414351909,0.427697737,0.852483113,1.274366909,1.693359907,2.109472888
1337,1410,-76.18601415,39.81364135,0.356,89000,0.106905434,0.213634013,0.320185911,0.426561303,0.532760362,0.213634013,0.426561303,0.638783263,0.850301286,1.061116766,0.320185911,0.638783263,0.955796757,1.271231096,1.58509098
1338,2139,-75.61019268,39.71995997,0.134,33500,0.174578779,0.348712469,0.522401688,0.695647054,0.868449186,0.348712469,0.695647054,1.040808702,1.384202358,1.725832967,0.522401688,1.040808702,1.555237734,2.065705476,2.572228618
1339,2327,-75.03588777,39.623644,0.236,59000,0.179083436,0.357704211,0.535862967,0.71356035,0.890797003,0.357704211,0.71356035,1.06757357,1.419749026,1.77009187,0.535862967,1.06757357,1.595149202,2.118607255,2.637965123
1340,1203,-74.46313523,39.52470399,0.01,2500,0.281933579,0.563094871,0.843484962,1.12310494,1.401955891,0.563094871,1.12310494,1.680038904,2.233905459,2.784713304,0.843484962,1.680038904,2.509691177,3.332471134,4.148408126
1341,1822,-122.5919661,38.05921507,0.06,15000,0.853563161,1.705792231,2.556689127,3.406255763,4.254494057,1.705792231,3.406255763,5.101405923,6.791258036,8.475827428,2.556689127,5.101405923,7.634202114,10.15512942,12.66423958
1342,1798,-122.0381221,38.18116938,0.184,46000,0.557661842,1.115094064,1.672295912,2.229266631,2.786005467,1.115094064,2.229266631,3.342511665,4.454823132,5.566194997,1.672295912,3.342511665,5.010626892,6.676621224,8.340474295
1343,2948,-121.4824578,38.30061536,0.642,160500,0.664337014,1.328219497,1.991647372,2.654620562,3.31713899,1.328219497,2.654620562,3.979202579,5.301964936,6.622907019,1.991647372,3.979202579,5.96266355,7.942028212,9.917294494
1344,2526,-120.9250024,38.41754134,0.05,12500,0.199048898,0.397713972,0.595995628,0.79389427,0.991410306,0.397713972,0.79389427,1.188544139,1.581666824,1.973265569,0.595995628,1.188544139,1.777656486,2.363343621,2.945616494
1346,1159,-119.8048382,38.64378731,0.002,500,0.380399739,0.760878181,1.141434352,1.522067277,1.902775982,0.760878181,1.522067277,2.283559493,3.045347036,3.80742211,1.141434352,2.283559493,3.426349118,4.56977692,5.713816592
1347,1704,-119.2421912,38.75308458,0.074,18500,0.261627777,0.522630891,0.783010266,1.042766829,1.301901505,0.522630891,1.042766829,1.560415218,2.075583458,2.588278952,0.783010266,1.560415218,2.332239835,3.098509101,3.859247996
1348,1795,-118.6778766,38.85981648,0.004,1000,0.237162443,0.474225707,0.711189766,0.948054596,1.184820171,0.474225707,0.948054596,1.421486467,1.894521124,2.367158367,0.711189766,1.421486467,2.130889434,2.839397998,3.547011489
1351,2412,-116.9752558,39.16451086,0.01,2500,0.091247244,0.182430694,0.273550434,0.364606549,0.455599123,0.182430694,0.364606549,0.546528242,0.72819645,0.909611851,0.273550434,0.546528242,0.818935709,1.090775123,1.362048771
1353,2443,-115.8324511,39.35461649,0.004,1000,0.325768094,0.651048469,0.975841792,1.300148724,1.62396993,0.651048469,1.300148724,1.947306075,2.592525835,3.235813315,0.975841792,1.947306075,2.914410778,3.877173828,4.835613153
1355,2443,-114.6837961,39.5342072,0.006,1500,0.101483547,0.202791736,0.303924818,0.404883043,0.505666664,0.202791736,0.404883043,0.606275929,0.8069724,1.006974461,0.303924818,0.606275929,0.907060106,1.206284119,1.503954741
1356,2443,-114.107366,39.62003478,0.004,1000,0.065086493,0.130132,0.195136581,0.260100295,0.325023204,0.130132,0.260100295,0.389905368,0.5195477,0.649027776,0.195136581,0.389905368,0.58430799,0.778346078,0.97202126
1357,2005,-113.529584,39.70320445,0.002,500,0.129202527,0.258433309,0.387692284,0.51697939,0.646294566,0.258433309,0.51697939,0.775637749,1.034407891,1.293289323,0.387692284,0.775637749,1.163834726,1.552281551,1.940976554
1358,2005,-112.9504882,39.78370692,0.002,500,0.068742797,0.137478347,0.206206658,0.27492774,0.343641602,0.137478347,0.27492774,0.412348252,0.549739957,0.687102927,0.206206658,0.412348252,0.618425029,0.824437234,1.030385113
1359,2005,-112.3701172,39.86153313,0.012,3000,0.177517918,0.354741525,0.531671239,0.708307476,0.884650653,0.354741525,0.708307476,1.060701187,1.411925989,1.761985217,0.531671239,1.060701187,1.587101091,2.110882204,2.632055774
1360,1607,-111.7885103,39.93667428,0.176,44000,0.300114092,0.599727368,0.898840472,1.19745405,1.495568748,0.599727368,1.19745405,1.793185211,2.386926013,2.978681621,0.898840472,1.793185211,2.683051643,3.568457198,4.449419301
1362,2591,-110.6217482,40.0788673,0.004,1000,0.293050615,0.585861025,0.878431469,1.170762181,1.462853399,0.585861025,1.170762181,1.754705357,2.337692442,2.919725326,0.878431469,1.754705357,2.628828041,3.500805899,4.370645306
1363,2591,-110.0366741,40.14590278,0.06,15000,0.150011288,0.299762296,0.449253378,0.598484884,0.747457169,0.299762296,0.598484884,0.896170585,1.192822218,1.488442604,0.449253378,0.896170585,1.340761141,1.783034564,2.223000373
1364,1380,-109.4505262,40.21022041,0.06,15000,0.093056457,0.186046439,0.278970048,0.371827384,0.464618547,0.186046439,0.371827384,0.557343636,0.742595999,0.927585274,0.278970048,0.557343636,0.835123473,1.112312264,1.38891272
1365,1824,-108.8633461,40.27181266,0.006,1500,0.080033537,0.160055909,0.240067138,0.32006725,0.400056269,0.160055909,0.32006725,0.480034217,0.639957,0.799835793,0.240067138,0.480034217,0.719901884,0.959670786,1.199341572
1366,1824,-108.2751763,40.33067226,0.01,2500,0.166021898,0.331919799,0.497693876,0.663344301,0.828871247,0.331919799,0.663344301,0.994274887,1.324712938,1.654659836,0.497693876,0.994274887,1.489747695,1.984116963,2.477387352
1367,1824,-107.6860592,40.38679224,0.084,21000,0.171624573,0.343050162,0.514276977,0.685305228,0.856135125,0.343050162,0.685305228,1.02676688,1.3674368,1.70731667,0.514276977,1.02676688,1.537475386,2.046408172,2.553570913
1368,2379,-107.096038,40.44016592,0.086,21500,0.574205534,1.147253488,1.719145192,2.289881979,2.859465179,1.147253488,2.289881979,3.427896127,4.561306587,5.690124013,1.719145192,3.427896127,5.126288763,6.814359061,8.492142979
1371,1584,-105.3209869,40.58374667,0.04,10000,0.259525179,0.518802205,0.777831298,1.036612681,1.295146576,0.518802205,1.036612681,1.553433205,2.069265551,2.584111494,0.777831298,1.553433205,2.326811712,3.097972809,3.866922488
1372,2046,-104.7277882,40.6260742,0.352,88000,0.215545762,0.430826893,0.645843622,0.860596182,1.075084802,0.430826893,0.860596182,1.289309715,1.716969338,2.143576899,0.645843622,1.289309715,1.930404511,2.569134244,3.205505147
1373,2046,-104.1339067,40.66562651,0.118,29500,0.223749998,0.447197942,0.670344083,0.893188672,1.11573196,0.447197942,0.893188672,1.337974196,1.781556521,2.223937653,0.670344083,1.337974196,2.002897111,2.665119598,3.324648428
1374,1876,-103.5393877,40.70239876,0.25,62500,0.302925002,0.605369187,0.907333094,1.208817264,1.509822236,0.605369187,1.208817264,1.81034855,2.409967363,3.00767802,0.907333094,1.81034855,2.709060941,3.60348484,4.493634821
1375,1876,-102.9442767,40.73638642,0.418,104500,0.350535054,0.700585899,1.050152984,1.399236757,1.747837668,0.700585899,1.399236757,2.095956164,2.790747709,3.48361498,1.050152984,2.095956164,3.137421655,4.174561567,5.207388013
1376,2546,-102.3486195,40.7675853,0.742,185500,0.38797802,0.77559966,1.162865095,1.549774497,1.93632804,0.77559966,1.549774497,2.322525898,3.09385525,3.863763941,1.162865095,2.322525898,3.478987091,4.632253358,5.782329379
1377,52,-101.7524624,40.79599154,0.74,185000,0.392552138,0.784602106,1.176150291,1.56719708,1.957742859,0.784602106,1.56719708,2.347788016,3.12637801,3.902970155,1.176150291,2.347788016,3.51492362,4.677567547,5.835730241
1378,1008,-101.1558517,40.82160163,0.476,119000,0.282122441,0.563846968,0.845174041,1.126104122,1.406637671,0.563846968,1.126104122,1.686775148,2.245863732,2.803373561,0.845174041,1.686775148,2.52481576,3.359308319,4.190265265
1379,1008,-100.5588338,40.84441238,0.264,66000,0.453951612,0.907063286,1.359336049,1.810770929,2.261368952,0.907063286,1.810770929,2.711131145,3.60815215,4.501842161,1.359336049,2.711131145,4.055413016,5.392209394,6.721548009
1380,850,-99.96145565,40.86442094,0.522,130500,0.473629925,0.946364067,1.418203578,1.889149607,2.359203304,0.946364067,1.889149607,2.828365819,3.764021901,4.696127053,1.418203578,2.828365819,4.230517768,5.624690472,7.010914977
1381,721,-99.36376407,40.88162482,0.414,103500,0.419189483,0.837746229,1.255671001,1.67296456,2.089627667,0.837746229,1.67296456,2.505661085,3.335841894,4.163513081,1.255671001,2.505661085,3.74999081,4.988680737,6.221751426
1382,721,-98.76580614,40.89602187,0.686,171500,0.45784529,0.914990068,1.371435084,1.827181088,2.282228831,0.914990068,1.827181088,2.736579063,3.643189994,4.547019884,1.371435084,2.736579063,4.095452194,5.448074737,6.794466952
1383,1186,-98.16762907,40.90761027,0.796,199000,0.521402432,1.041784355,1.561146942,2.079491368,2.596818805,1.041784355,2.079491368,3.113130427,4.142710921,5.168242238,1.561146942,3.113130427,4.65598214,6.189733768,7.714416999
1384,164,-97.56928015,40.91638859,0.894,223500,0.531688147,1.062332825,1.591935228,2.12049655,2.648017987,1.062332825,2.12049655,3.174500732,4.224354927,5.270068693,1.591935228,3.174500732,4.747728767,6.311651586,7.866301444
1385,3106,-96.97080678,40.92235571,0.644,161000,0.493184125,0.985658212,1.477422862,1.968478675,2.458826253,0.985658212,1.968478675,2.948466195,3.925625575,4.89996162,1.477422862,2.948466195,4.413146214,5.871479135,7.323481173
1386,1301,-96.3722564,40.92551088,0.716,179000,0.449887286,0.899230096,1.348028922,1.796284253,2.243996581,0.899230096,1.796284253,2.691166397,3.583880451,4.474430341,1.348028922,2.691166397,4.029425671,5.362819992,6.691362607
1387,884,-95.77367648,40.92585371,0.712,178000,0.474797344,0.949360217,1.423688575,1.897782372,2.371641563,0.949360217,1.897782372,2.845266103,3.79181105,4.737416853,1.423688575,2.845266103,4.264731367,5.682083151,7.097320236
1388,453,-95.17511451,40.92338417,0.732,183000,0.495080867,0.989976237,1.484685913,1.979209693,2.473547379,0.989976237,1.979209693,2.967698771,3.955441873,4.942437402,1.484685913,2.967698771,4.449033183,5.928683761,7.406645112
1389,272,-94.57661799,40.91810254,0.636,159000,0.469727693,0.938969488,1.40772572,1.875996722,2.343782828,0.938969488,1.875996722,2.811084371,3.744235107,4.675451601,1.40772572,2.811084371,4.210084967,5.604736524,6.995048054
1390,413,-93.97823437,40.91000951,0.366,91500,0.41977739,0.839070886,1.257880886,1.676207784,2.094051976,0.839070886,1.676207784,2.511413859,3.344692278,4.176046207,1.257880886,2.511413859,3.760609606,5.005478812,6.246032164
1391,807,-93.38001104,40.89910608,0.366,91500,0.301164936,0.601934145,0.902308005,1.202286891,1.501871179,0.601934145,1.202286891,1.801061247,2.398260225,2.993886835,0.902308005,1.801061247,2.696269888,3.587944088,4.476094009
1392,263,-92.78199533,40.88539363,0.3,75000,0.320026776,0.63950704,0.958441423,1.276830557,1.594675071,0.63950704,1.276830557,1.911975597,2.544947209,3.175750437,0.958441423,1.911975597,2.860619555,3.804390329,4.743304951
1393,436,-92.18423446,40.86887387,0.4,1.00E+05,0.337056085,0.673688435,1.009897443,1.345683505,1.681047014,0.673688435,1.345683505,2.015988365,2.684606172,3.351540079,1.009897443,2.015988365,3.018283416,4.016793243,5.011528495
1394,2940,-91.58677554,40.84954887,0.568,142000,0.404945491,0.809248464,1.212909618,1.615929651,2.018309259,0.809248464,1.615929651,2.420049143,3.221612524,4.02062538,1.212909618,2.420049143,3.621437419,4.817093292,6.007035608
1395,245,-90.98966553,40.82742105,0.662,165500,0.63074154,1.260304109,1.888689096,2.515897886,3.141931869,1.260304109,2.515897886,3.766792431,5.012998843,6.254528223,1.888689096,3.766792431,5.634347469,7.49139167,9.337962498
1396,2529,-90.39295123,40.80249316,0.672,168000,0.555120665,1.109147576,1.662082004,2.21392522,2.764678493,1.109147576,2.21392522,3.314343096,4.41041137,5.502140206,1.662082004,3.314343096,4.956817582,6.58953977,8.212543965
1397,1367,-89.79667924,40.77476831,0.52,130000,0.412479151,0.824142002,1.234989519,1.645022671,2.054242423,0.824142002,1.645022671,2.462649743,3.277030956,4.088174046,1.234989519,2.462649743,3.683006783,4.896086751,6.101915757
1398,1880,-89.20089597,40.74424993,0.712,178000,0.767120648,1.532674739,2.296664084,3.059090497,3.819955789,1.532674739,3.059090497,4.579261773,6.093203064,7.600928868,2.296664084,4.579261773,6.847841996,9.102453682,11.34314576
1399,594,-88.60564759,40.7109418,0.908,227000,0.860697443,1.719280687,2.575752546,3.430115832,4.282373359,1.719280687,3.430115832,5.132527939,6.826539512,8.512173055,2.575752546,5.132527939,7.670402131,10.18945107,12.68975071
1400,319,-88.01098001,40.67484803,0.872,218000,0.959834402,1.917321168,2.872463458,3.825264435,4.77572726,1.917321168,3.825264435,5.723855096,7.613118449,9.493079789,2.872463458,5.723855096,8.55426029,11.36376441,14.15245283
1401,1676,-87.41693889,40.63597307,0.91,227500,0.885490575,1.768924299,2.650303956,3.529632333,4.406912214,1.768924299,3.529632333,5.282146385,7.026488739,8.762681678,2.650303956,5.282146385,7.895602493,10.49074748,13.06765657
1402,1682,-86.82356958,40.59432167,0.692,173000,0.68240818,1.363338459,2.04279284,2.720773329,3.397281928,1.363338459,2.720773329,4.072320642,5.417996431,6.757816727,2.04279284,4.072320642,6.088637513,8.091797563,10.0818549
